检查层级,样本ID,自动状态,问题类型,原视频,给定文本,待查词,建议跳转秒,自动起点秒,自动终点秒,对齐分数,人工判定,修正起点秒,修正终点秒,审查者,审查日期,备注
异常点,-mJ2ud6oKI8$_$8,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\8.mp4,Sometimes we have to stretch that joint that is already irritated,is,2.729,3.2288,3.2689,0.0131,,,,,,
整段,-mJ2ud6oKI8$_$9,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",,,,,,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",the,0.341,0.8411,0.9212,0.0,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time","on,",2.183,2.6834,2.7435,0.0037,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",of,2.944,3.4444,3.5645,0.0,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",teeth,5.588,6.0877,6.2479,0.003,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",time,6.309,6.8086,6.8887,0.0003,,,,,,
异常点,-mJ2ud6oKI8$_$9,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",,4.205,4.7047,,,,,,,,
整段,-mqbVkbCndg$_$0,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mqbVkbCndg\0.mp4,"How, at a particular moment in time—our moment in time—are they limited",,,,,,,,,,,
整段,-NFrJFQijFE$_$1,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,,,,,,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,Structural,0.0,0.0803,0.4816,0.0092,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,mounts,0.182,0.6823,0.8829,0.0049,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,inside,0.443,0.9431,1.1839,0.0056,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,have,0.764,1.2642,1.4448,0.0238,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,to,1.145,1.6455,1.7258,0.0079,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,be,1.386,1.8863,1.9666,0.0209,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,properly,1.547,2.0468,2.3478,0.0135,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,stress,1.868,2.3679,2.5886,0.0157,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,analyzed,2.229,2.7291,2.9298,0.019,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,so,2.45,2.9498,2.99,0.0025,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,we,2.53,3.0301,3.0702,0.0161,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,make,2.61,3.1104,3.1906,0.0073,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,sure,2.731,3.2308,3.4114,0.0073,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,all,2.951,3.4515,3.5719,0.0166,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,that,3.152,3.6522,3.7324,0.0141,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,happens,3.313,3.8127,4.0335,0.0087,,,,,,
异常点,-NFrJFQijFE$_$1,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\1.mp4,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,,,,,,,,,,,
整段,-NFrJFQijFE$_$2,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,,,,,,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,So,0.162,0.6618,1.8049,0.0006,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,we,1.445,1.9453,2.0456,0.0006,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,coordinate,1.646,2.1459,2.4066,0.003,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,with,1.927,2.4266,2.5069,0.0051,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,all,2.027,2.5269,2.6071,0.0017,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,the,2.147,2.6472,2.7475,0.0486,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,proper,2.268,2.7676,2.908,0.0072,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,fields,3.611,4.1112,4.2917,0.0069,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,get,3.892,4.392,4.4522,0.0008,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,for,4.193,4.6928,4.753,0.0084,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,the,4.273,4.773,4.8533,0.0021,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,here,6.098,6.598,6.6983,0.0258,,,,,,
异常点,-NFrJFQijFE$_$2,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-NFrJFQijFE\2.mp4,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,,,,,,,,,,,
整段,-qDkUB0GgYY$_$6,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,"We always love to hear what you say, and like and share this video as well.",,,,,,,,,,,
异常点,-qDkUB0GgYY$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,"We always love to hear what you say, and like and share this video as well.",video,2.951,3.451,3.5714,0.0152,,,,,,
异常点,-qDkUB0GgYY$_$6,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,"We always love to hear what you say, and like and share this video as well.",,,,,,,,,,,
整段,-RfYyzHpjk4$_$11,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,"So get your friends lined up, get your business colleagues lined up and have a good time.",,,,,,,,,,,
整段,-RfYyzHpjk4$_$2,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",,,,,,,,,,,
异常点,-RfYyzHpjk4$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",it,1.184,1.6837,1.7238,0.0017,,,,,,
异常点,-RfYyzHpjk4$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",do.,4.771,5.2715,5.3718,0.0064,,,,,,
整段,-RfYyzHpjk4$_$8,PASS,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",,,,,,,,,,,
整段,-ri04Z7vwnc$_$0,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,,,,,,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,going,0.0,0.0202,0.1815,0.0535,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,get,0.0,0.4236,0.5244,0.0239,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,or,1.537,2.0371,2.0775,0.0097,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,are,1.719,2.2187,2.2792,0.003,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,already,1.799,2.2993,2.4405,0.0512,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,married,1.961,2.4607,2.7633,0.0187,,,,,,
异常点,-ri04Z7vwnc$_$0,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,going to get married or are already married,,,,,,,,,,,
整段,-ri04Z7vwnc$_$2,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",,,,,,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",most,0.0,0.0401,0.3207,0.0116,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",people,0.0,0.421,0.8018,0.0467,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",think,0.402,0.902,1.1025,0.0073,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",sort,1.424,1.9244,2.7462,0.0818,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",itself,2.266,2.7663,2.8865,0.0012,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important","out,",2.447,2.9467,3.0268,0.0141,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important","""we'll",2.687,3.1872,3.528,0.0085,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",discuss,3.048,3.548,3.7685,0.0118,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",it,3.289,3.7886,3.8287,0.0005,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important","later,""",3.349,3.8487,3.989,0.0437,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",it's,3.85,4.3498,4.4701,0.0463,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",not,3.99,4.4902,4.8911,0.0001,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",too,4.632,5.1316,5.2719,0.0002,,,,,,
异常点,-ri04Z7vwnc$_$2,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",important,4.872,5.3722,5.5726,0.0036,,,,,,
